review,sentiment
"As someone who likes chase scenes and was really intrigued by this fascinating true-life tale, I was optimistic heading into this film but too many obstacles got into the way of the good story it should have been.<br /><br />THE BAD - I'm a fan of Robert Duvall and many of the characters he has played, but his role here is a dull one as an insurance investigator.<br /><br />The dialog is insipid and the pretty Kathryn Harrold is real garbage-mouth. From what I read, there were several directors replacing each other on this film, and that's too bad. You can tell things aren't right with the story. I couldn't get ""involved"" with Treat Williams' portrayal of Cooper, either. He should have been fascinating, but he wasn't in this movie. It's also kind of a sad comment that a guy committing a crime is some sort of ""folk hero,"" but I admit I wound up rooting for the guy, too.<br /><br />Not everything was disappointing. I can't complain about the scenery, from the lush, green forests of Oregon to the desert in Arizona.<br /><br />I'd like to see this movie re-made and done better, because it is a one-of-a-kind story.",negative
"I love these ""Diaper Baby"" movies! You couldn't make a movie like this today and it is rich in cinematic history. It is goofy and the film was made to make you laugh, which it does. How they ever got these kids to ""act"" I'll never know. I think they are precious and the kids make me laugh but so do the others who made this movie as it shows the naiveté that existed in the early 30's. You have to remember that this is when the film industry was very young, the stock market had crashed, the world wide depression was beginning and these films were made to give a person a break from the real world. The fact that you could see movies for five cents is beyond my comprehension, but then dinner for 25 cents is too. It was a different time with a totally different mind set.",positive
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"Jonathan Demme's directorial debut for Roger Corman's legendary exploitation outfit New World Pictures rates highly as one of the finest chicks-in-chains 70's grindhouse classics to ever grace celluloid. Beauteous Russ Meyer starlet Eric (""Vixen,"" ""Beyond the Valley of the Dolls"") Gavin gives a robust, winning performance as a brassy, resilient new fish who does her best to persevere in a grimy, hellish penitentiary. The always fabulous Barbara Steele offers a deliciously wicked portrayal as the mean, crippled, sexually frustrated warden (her erotic dream about doing a slow, steamy striptease in front of the lady inmates is a real dilly). Longtime favorite 70's B-movie actress Roberta (""The Arousers,"" ""Unholy Rollers"") Collins delivers a hilariously raunchy and endearing turn as a cheerfully forward, foul-mouthed kleptomaniac felon who tells a gut-busting dirty joke about Pinnochio. Lynda Gold (a.k.a. Crystin Sinclaire of Tobe Hooper's ""Eaten Alive"" and Curtis Harrington's ""Ruby"") makes her lively film debut as uninhibited wildcat Crazy Alice. And the ever-cuddly Cheryl ""Rainbeaux"" Smith does a lovely, touching reprise of her fragile frightened innocent role from ""Lemora: A Child's Tale of the Supernatural."" <br /><br />Although this picture does deliver the expected ample amount of coarse language, nudity, rape and violence, it's still by no means a typically crass and sexist piece of lurid mindless filth; the movie very effectively explores the many ways in which men cruelly exploit women and strongly asserts the pro-feminist notion that women can overcome any obstacles if they band together into a group so they can bravely face their misogynistic oppressors as one mighty fighting force. Demme's zesty, confidant direction comes through with a glorious abundance of astutely observed incidental details and delightful moments of engagingly quirky human behavior. Furthermore, both Tak Fujimoto's vibrant cinematography and John Cale's marvelously dolorous oddball blues score are 100% on the money excellent. Patrick Wright (Sheriff Mack in the uproariously awful cheap-rubber-monster-suit creature feature howler ""Track of the Moonbeast"") has a sidesplitting bit as a jerky cop who has his car stolen by a trio of prison escapees when he stops at a gas station to use the bathroom. Lively, rousing and immensely enjoyable, ""Caged Heat"" qualifies as absolutely essential viewing for 70's drive-in movie fans.",positive
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
This movie is so bad that it actually gets funny. One of the worst movies I've ever seen in my entire life. The funny thing was that the trailer had scenes in it that wasn't in the movie. Just by watching the trailer I would have saved a lot of my time. It actually showed everything that happened in the movie except for the conclusion and that was also so obvious.<br /><br />It's honestly hard to think of a reason why this movie was made. This is just so bad. Horrible. <br /><br />I would give it 0 out of 10 if that would be possible. There is nothing else to say about this movie.,negative
"After seeing Forever Hollywood, it would be natural to want to see a John Waters film. At least, one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non-mainstream director. It's worth the effort, and PF is a lot better than Eraserhead,and there is a certain campiness about his films which his followers find addicting.",negative
"I remember that the trailer for Legend of Zu was quite impressive and being a fan of A Man Called Hero (my all time favourite), Storm Riders I decided that I must watch this one too. I know that there is way to much critcism on Ekin Cheng's acting ability everywhere but he is my favourite Hong Kong moviestar so far (way better than Nicolas Tse nevertheless)and he is one of the factors that I enjoyed this movie. Without a doubt this film is a work of art from the beginning to the end. I even thought that only the actors were real and everything else was computer generated by the end of this film. They must have put a lot of work into this one and they deserve good credit for that. The storyline of the movie was a fairytale between good and evil with a love story thrown in (I guess Ekin Cheng pulls the girls easily).The story is not very intellectual and deep but that is not what you expect when watcing an action movie. I wished there were more martial arts action with fists and fist instead of battles with magical abilities, but well that's life and it never goes the way you want it to. And why did they sound like supersonic planes in the battle through the sky in the end ? That's way too funny. Legend of Zu cannot be A Man Called Hero in my eyes but it flows like a videogame and that is not a bad thing at all. If a company decides to publish games on this movie I will not get suprised as it carries all the videogames elements. Good work. Please make more fantasy movies like this",positive
"It's funny... one day before i have seen this movie i had been watching a documentary about Leni Riefenstahl, so comparison kind of came automatically... of course there isn't any :)<br /><br /> This movie is weak in every aspect... acting is not convincing (especially the one who plays Simona...) and unnatural..., editing in confused and always leaves a taste of unfinished shot, music doesn't fit, the story doesn't flow, it gets boring and the movie comes out much longer as it is... oh, and the characters aren't very well shown, you actually can't tell much about the girls (except what you see)... The movie also tries to shock with explicit cursing (which is very laughable :)<br /><br />So... 2/10",negative
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"I may not have the longest of attention-spans, but this is the second movie I have refused to see all the way through, and I even bought it on DVD because of its ""classic"" status. <br /><br />At first, I thought that the director was playing a big joke, so I kept waiting for a resolution, something to laugh at, something to keep my interest, but this resolution never came. Rather, the writing was laughably amateurish, the movie dragged on and felt disjointed, like someone cut a TV series to feature-length. The Academy must have been on drugs when they nominated this movie for no less than eight Oscars.<br /><br />Once again, I repeat myself. This is the second movie I have refused to watch all the way through. The first was ""Exterminator"". I hope this gives you an indication of how bad it really is. 1/10",negative
"""Journey of Hope"" tells of a poor Turkish family and their odyssey of hope which spirals downward into despair as they travel to Switzerland in search of prosperity. Although this Oscar winning film is fairly well crafted, it is lacking in substance and has many implausibilities. Much of the film's 1.7 hour run time is get on the bus, get off the bus, get on the boat, get off the boat, get in the van, get out of the van, etc.; time which could have been better spent or left out completely. The story has a predictable conclusion, especially for those who have an awareness of the common crime of trafficking in illegal immigrants. A worthwhile and reasonably entertaining watch but over-rated.",positive
"Now days, most people don't watch classic movies, such as this. Most of friends only watch movies from the '90s to present. Thats kinda stingy. <br /><br />Most old movies like this are masterpieces, unique in their own way. Only because, back when these movies were being thought of and made, thats when ideas were fresh. Now people strain just to think of new ideas. <br /><br />Anyway, to the movie. For true fans of classic horror. This is for you. The movie is based with a investigator from Scotland Yard investigating the disappearance of an movie actor, and stumbles on to three other strange occurrences with past residents of the same house. <br /><br />I won't say anymore, for I will ruin the movie more than I already have. But it is a terrific movie for as old as it is. And would never mind watching it again!",positive
"It's interesting how the train of research can flow. I started out looking at an article about Cristo's ""The Gates"" in Central Park. The article stated that the Maysles had been Cristo's filmographers for years. Hmmm... Then I got to looking at their body of work. I believe one of them has passed on but the other is still filming Cristo and Jean Claude in their stages of creation. Grey Gardens sounded very interesting. Video Station, in Boulder CO, is the place to look for the obscure or offbeat and of course they had it in stock. DVD and VHS. Edith and Edie are women living in the past, and oh what a glorious past it was. Edith had been well off, born a Bouvier, married well, had several wonderful relationships and became a singer when she was in her forties. Her daughter Edie had been a débutante, a fashion model and had many beaus. She never married and at some point in her thirties had come home to recuperate. She seems to have a nervous disorder of some kind. Worrying too much about things. It is only a shadow of the world they live in though, because Jackie O. came and spruced up the place so her aunt and cousin would not be evicted. It is a 28 room mansion that is worn down and worn out. But, in the film you will notice fresh paint on the walls. If you look carefully at the newspaper clippings you see it was very much a dirty mess. The outfits Edie comes up with a very clever and creative. The viewer gets the impression that Edith likes to go nude, but she doesn't in the movie. Edith was really quite beautiful and you can see the shadow of her beauty still as she sings ""Tea for Two"". Edie too was a beauty in her day and quite attractive at 56. It was a good movie, though not for everyone. When the cat is urinating behind Edith's portait she states, "" at least someone is doing what they want""!",positive
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"Jon Cryer reprises his role as a neurotic guy in Two and a Half Men, which he perfected in this series. He longs to have a good relationship with a girl like his coworker has developed, and the tet-a-tet between him and his partner's girlfriend's best friend are pretty funny. Then they realize that they're attracted to each other and start dating. In one of the funniest lines on TV EVER -- I think in the final episode -- he and his partner are discussing that he wants to propose to the girl. <br /><br />His partner prepares him for the moment by suggesting: ""What's the worst that can happen? She says no.""<br /><br />Armed with newfound optimism, he proposes to his date over dinner. To which she replies, <br /><br />""GOD, no!""<br /><br />I laughed so hard I cried.",positive
"Just as Tom Berenger put you into the soul of Sgt. Barnes, he has done it again with Thomas Beckett. If I thought his world was folding in on him in the first scenes, it was nothing compared to how much more I felt during the last scenes. Great movie, even for a girl.",positive
"NOTHING (3+ outta 5 stars) Another weird premise from the director of the movie ""Cube"". This time around there are two main characters who find themselves and their home transported to a mysterious white void. There is literally NOTHING outside of their small two-story house. Intriguing to be sure, but I thought the comedic tone established for this movie from the get-go was extremely ill-conceived. There needs to be some humour, certainly... and I have no problem with the humour that was eventually derived from the plight of our two heroes (their final ""showdown"" was definitely a hoot)... but I really think the movie would have been a lot better off if it had stayed more rooted in reality in the beginning. After watching the movie I watched the ""Making of"" feature on the DVD and a short trailer at the end is almost totally devoid of the ""sillier"" comedic aspects... making it look like a completely different (and slightly better) movie. The last half hour of the movie is where things really start to come together... similar in a way to the recent movie ""Primer."" The actors are fine when they are not overdoing the comedy shtick. They are really quite believable in their more ""normal"" moments. I was probably ready to write this movie off as a failed experiment at the midway point... but it won me over by the end. (And keep watching past the credits for the final scene... just don't ask me to explain it.)",positive
"An art house maven's dream. Overrated, overpraised, overdone; a pretentious melange that not only did not deserve Best Picture of 1951 on its own merits, it was dwarfed by the competition from the start. Place in the Sun, Detective Story, Streetcar Named Desire, Abbott and Costello Meet the Invisible Man; you name it, if it came out in '51, it's better than this arthouse crapola. The closing ballet is claptrap for the intellectual crowd, out of place and in the wrong movie. Few actors in their time were less capable (at acting) or less charismatic than Kelly and Caron. My #12 Worst of '51 (I saw 201 movies), and among the 5 worst Best Picture Oscar winners.",negative
"The movie that i am going to review is a little television movie made in 1996 and it starred Melissa Joan Hart and Daniel Baldwin.<br /><br />The main protagonist/antagonist Jennifer Stanton (Hart) is a typical all American teenager who is feeling the pressure of having such a controlling father (Baldwin). However, when she meets an ex con called Nick Ryan (Jeremy Jordan ""Never been kissed"") they instantly 'fall' for each other, but Jennifer has a different idea on where to take their relationship. she manipulates him to kill her parents, to protect their 'love' but she just used him to get rid of her parents so she can be with Brad (David Lascher future 'Sabrina' cast mate for Hart). Melissa Joan Hart actually really surprised me with her role as an evil manipulator and she carries the movie well by using her friends and Nick so she can literally get away with murder. The rest of the supporting cast work well and they each hold their own when they have screen time. I also found it interesting that this film was made and released the same year, Hart, began portrayed Sabrina, the Teenage Witch and this shows she can act in my genres of film and television.<br /><br />Although the film has dated somewhat it stills stands out as some of her best work that involves drama or thriller and i am looking forward to 'Nine Dead' that comes out in November because it shows she can seen as other people that are not called ""Clarissa Darling "" or Sabrina Spellman""<br /><br />I recommend this film to anyone that is a fan of Melissa Joan Hart or Sabrina. You can watch this on the internet, so i suggest check it out.",positive
"Although I'm a girl, thankfully I have a sense of humor and realize that this really IS a funny anime! Watching it does give you an overwhelming feeling that it's definitely a guy show but that doesn't take away from the fact that its hilarious! 10/10",positive
"Ladies and gentlemen: the show begins with this documentary film. It's structured in three chapters, each one chronologically arranged. The first presents the classical physics and links to Einstein. The second studies in depth the quantum physics and enters in String theory. The last reveals the Everything theory... The difficult concepts used here are introduced in a very simple way, with daily objects; although you must believe them without checking by yourself -if you are not a scientist- (and even if you are a scientist!!). The film is not a masterpiece by its fabulous technique or the way it's produced; what really imports is the story, and WHAT A STORY!!!",positive
"It's rare that I come across a film this awful, this annoying and this irritating. It is without doubt one of the worst films I've ever seen.<br /><br />The plot, when it's not a blur of confusing and pointlessly over flashy editing, is ludicrous. Why did Domino become such a bad-ass tough bitch? Because her gold fish died when she was a kid and this ""traumatic"" event left her emotionally stunted, and hating everyone. When the dialogue is not clichéd or banal, it's littered with laughable lines such as: ""There are three kinds of people in this world: the rich... the poor... and everyone else"". At one point the bounty hunters have some guy tied up in the back of their bus who has a combination number tattooed on his arm. Because of a confusing mobile phone call, instead of rolling his sleeve up and just reading the number, they blow off his arm with a shotgun. At another point, the bounty hunters take a bomb to a meeting arranged with the mafia and threaten to set the bomb off unless the mafia let them go!? Clearly not going to the meeting would have been just too easy.<br /><br />Keira Knightley is unconvincing and dreadfully miscast. Mickey Rourke does manage to salvage some credibility from this mess.<br /><br />I have enjoyed some of Tony Scott's previous films, True Romance being one, but all I could think while suffering this drivel was that it must have been made by a complete idiot.",negative
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative
The main reason to check this one out is to watch Laura Gemser in all her glory.<br /><br />That's reason enough for me.<br /><br />She heads to Africa as guests of another rich guy that seems to be all over these films. Huge mansion near the jungle. Hunters staying around for parties when they aren't out hunting zebras. And said parties becoming drunken orgies.<br /><br />All the high society types in the Emanuelle films seem to have out of control fetishes. And Emanuelle beds most of them.<br /><br />Joe D'Amato did NOT direct this one. He just ripped it off and used the same cast(s). And did anyone notice the 'subliminal' sexual images at the gas station? And why did most of the men stay dressed during the sex scenes? <br /><br />Coherence? Hardly any. BUT GODDESS GEMSER IS BEAUTIFUL.,positive
"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don't know how to do"" sex-in-the-city.<br /><br />Don't waste your time or money.",negative
"I just saw this film last night, and I have to say that I loved every minute. If taken in the spirit of a parody of Bond-esquire films, it's truly superior. The true comedy of the film is in its blatant disregard for political correctness. The misogyny, cultural insensitivity, and almost laughable macho-ism of the films of this genre are used for major comic effect. It also calls the illogic and formulaic elements to task, with Agent OSS 117 constantly learning difficult things insanely quick (such as Arabic and how to play a traditional instrument) while missing some pathetically obvious clues. Some of the lines from the film left me laughing for hours after the movie was finished...and I have to say I have learned some...interesting...French vocabulary that would probably have my Professors quite exasperated with me were I to use. All in all, I thought this film excellent. Intensely funny and the first film I've ever seen that truly parodies all aspects of the spy film.",positive
"This movie is just funny. mindless, but funny. to enjoy this movie completely you can't have a perception of how a film like this goes and just enjoy all the side jokes and puns which are involved with the film. I still find the bit at the start funny when he says ""want a beer........cock"". funny stuff. but what makes the film decent is the fact that it doesn't try to hard to create a serious spin on the film, too many comedies try to have serious aspects which you just don't believe. But this is different and just focuses on being funny. I must say though, Yasmin bleeth is terrible in the film and adds nothing but the 3 main guys, coop, remer and squeak are very funny to watch and make the film great to watch",positive
"this was a favorite Christmas Special that I wish that they would release on vhs or dvd , since my 33 RPM got lost,and any cassettes I made are also long gone.<br /><br />I am not even a big John Denver fan but was very impressed with the music , which was mostly traditional favorites with a muppet spin ( esp Little St. Nick ! ) It also contained a few little known songs ( original ? ).<br /><br />Even though it was done at the end of the '70's this show had a timeless feel to it. Hoping to find a copy soon !!!",positive
"I believe an entire book can be written about the odyssey to remake the classic film on which this film is loosely based. When Hollywood first started talking about such enterprise, the reaction was always negative because there were just too many aspects that could have gone wrong, starting with the solid ensemble that made the original unforgettable, and that's exactly where things begin souring here, with the selection of actresses that otherwise can do remarkable work, but that are not suited to the parts, and sadly enough, have been directed with the heavy hand of a director that doesn't understand or appreciate the source material.<br /><br />It seems as if there is no focus or direction, or as if the direction that has been taken is to obliterate anything that was good about the original film. This is called an updating, as in let's drain the story out of humor, snappy dialogue, and any interesting premise. Most of all, let's prove that women have come a long way, except that the problem is that we don't really get (at least by watching this film) where the women are truly going.<br /><br />For starters, casting Meg Ryan in the central role proves almost fatal to the movie because somehow she seems to have locked herself into some sort of limbo where women don't really change appearances, even after 20 years of working in the movies. Her Mary which proved to be a difficult role in the 30's, somehow grew from her interaction with the other stereotypes, like Dorothy in ""The Wizard of Oz"" by learning, observing, and realizing that she had a choice in the matter. It might not have been a choice that women would celebrate nowadays, but it was fun ride, and part of the fun, was the catty, silly, sometimes slapstick routines that elevated that movie into the realm of the sublime. In here, we are down to earth with a thud. By changing the nature of Sylvia, the film has lost a lot of its spark, and it isn't in anyway Annette Bening's fault. I couldn't help but admiring how she tried to save this sinking ship and got a sinking feeling as she struggled with the horrible lines she was handled. Thankfully I entertained myself by looking at some of her terrific outfits and kept reminding myself how talented this lady really was. Her Sylvia is wise but flawed, and she could have been a great creation. Unfortunately Ms. English wasn't paying attention to her own work and loses control of the one character that could have turned the film into a fresh direction.<br /><br />Yet that wasn't the biggest blasphemy of them all. In the original, we have Joan Crawford doing probably one of the best performances by a woman. Her Crystal is legendary, with conniving lines, incendiary moves, duplicitous maneuvers, and some very sexy poses. She was the link between the male and the female, and through her we knew what the whole catastrophe was about. She provided the tension between men and women. She was dangerous, sexy, the ultimate femme fatale. A woman of intelligence that we feared and admired, and most importantly, we wanted to destroy to save our heroine. Eva Mendes, as gorgeous as she is, is two dimensional in this outing because of weak writing, and once again, some bad casting.<br /><br />There are more atrocities in the film, such as the addition of a terrible role for Mensing as the dedicated mother who lives for having babies, and the rather annoying lesbian turn by Pinkett. Then comes the biggest waste of talent in the movie, as Bette Middler, who is a little unrecognizable in her make up, shows the spark of what could have been. Her acidic delivery reminds us of the contemporary angle the film could have taken. Her words revive and put a big of much needed naughtiness in the film, and it is exciting to see that it could really fly, then she is gone. She is in the film all of six minutes, and she fades away in the middle of the muddle.<br /><br />Here is a movie that raised our anticipation level and truly disappointed us, a film that could have joined the successful ""Sex in the City"" who made an amazing transition to the big screen because it respected its source material and didn't compromise. It gave us more, bigger and better adaptation. It truly updated what had made it successful before. ""The Women"" in its present reincarnation needs to go back and rework itself, much like ""The Hulk"" did it this year, find more suitable performers, a really good writer, and most of all, someone who truly treasures what good movies are about.",negative
"Mild SPOILERS contained herein. I'm spoiling this film to save you the trouble of having to watch it. <br /><br />Jet Li's movies fall into one of two categories: Shaolin period movies and movies set in modern-day Hong Kong revolving around Triads or Triad like organizations. Each genre has its best and worst films. `Twin Warriors' is Jet Li's best Shaolin era flick while `The Evil Cult' is his worst. `Fist of Legend' while in the recent past is the best `modern era' Jet Li movie. `Black Mask' without a doubt is the worst.<br /><br />Jet Li plays a self-exiled mercenary who received an injection that gives him superhuman ability, but shortens his life span. In his `new life' in exile he plays a pacifist librarian. When his old mercenary squad goes on a rampage, Jet Li becomes a vigilante determined to stop them. He dons a very silly corrugated cardboard mask so as to conceal his identity from the police (and public) as a librarian, as well as to conceal his true identity to his ex-comrades in arms.<br /><br />The version I saw was dubbed, and horribly at that. Why does Jet Li capture and hold hostage his library co-worker if he's a pacifist? Is there a love story between them? Why does the police chief not care when he learns of the Black Mask's true identity? The plot is just plain BAD. Bad by way of the superhero cheesiness, bad in the sense that characters are never properly developed, bad in its character interactions, all topped off by a half-explained story I quickly lost interest in. <br /><br />The action and martial arts sequences are way over the top. Lots of blood, gore (severed body parts aplenty), explosions, and Matrix style superhuman martial arts fiascos are present in the film. Unfortunately this is the films best and only selling point. If you want to see Jet Li playing a vigilante superhero in a Mission Impossible style movie `Black Mask' delivers. For the rest of us Jet Li fans it is a true disappointment. This is one of those movies where Jet Li never gets to be Jet Li: he gets neither the chance to charm us with his charisma, nor a chance to impress us with his impressive yet realistic martial arts ability. <br /><br />Normally a Chinese knockoff of Ozzy Osbourne would be enough to engross me in a film, sadly `Black Mask' proved to be an exception to that rule. Indeed the antagonist of this movie, by the way he dresses, his long straight hair, and trademark round sunglasses looks like the modern and aged Ozzy Osbourne. However the villain isn't on-screen long enough to make the gimmick worthwhile. I am assuming the likeness to Ozzy was intentional; in addition to the villain's look, he also ran a satanic looking hideout. So much more could have been made from the Ozzy Osbourne villain gimmick! If only the writer, director, or ANYONE had bothered to give a background to and develop the character of the film's arch villain!<br /><br />`Black Mask' was the first Jet Li film released on video in the USA after Lethal Weapon 4, and I'm glad I stayed away from it until now. It may well have ruined my whole perception of Jet Li as a martial artist and actor. If you want to see Jet Li at his worst, rent `Black Mask' and `The Evil Cult' and make it a double feature or horror, both intentional and unintentional. Otherwise stick to moves that utilize the talents of Jet Li, and have plots that are semi-well thought out and plausible. 3/9 stars.",negative
"""Landscape after a battle"" opens with escaping prisoners over a snowy field full of fences - in rather funny movements accompanied by Vivaldis Four Seasons. A touching opening. But we soon enough learn to know these prisoners as a mob, and when they (also treated humouristic) burry a man alive, the protagonist stops for a moment, but is soon more engaged in finding books from the turndowned camp than caring about his neighbour.<br /><br />The rest of the film is set in an American camp from where the prisoners are not released, in some kind of semi freedom, semi camp. A perfect set for a study of war criminality, American camps, Polish nationalism, Catholisism, grief and human misery in general.<br /><br />Film makes an important turn. In comes women, and with them film changes light, colour and temper. At the same time it turns out that these prisoners were slaves in Holocaust. I think a main underlying political theme of the film must mankind's treatments of Jews under and after the world war, and not only the Nazi exterminations, but mankind letting it happen - and even forcing them out of Europe after the war. On an emotional level the film is about grief and the problem with letting grief come, how environment makes grief difficult, and how difficult it can be to share grief for people with different experiences. <br /><br />But the film is a carpet of underlying contradictions,humour, irony and sudden beauty. A couple of times during the film a gypsy prisoner plays on an harp, an emotional tune brutally rejected (filmatically speaking) by the protagonist. That example picks up an important essence of the film's style and theme. When it comes to humour its very comic how the protagonist constantly looses and finds back his glasses, in crowds, in hay stacks etc.<br /><br />Its not hard to understand Spielberg's respect of Wajda when you see this film. The great treatment of light can be compared with Spielberg on his best. The Grunwald intermezzo speaks for itself. Narrativly it only brings the film out of the camp, but filmatically it brings the film to dream and eternity with profound beauty. Anyhow, there is also another scene I can't let go without comment. Its the Christian Supper. Undoubtly ironical, but simultaneously deeply religious we see the transsubstantiation moment, everybody falling on their knees, while the protagonist is saved from isolation by the priest to serve as a comic altar boy. His bells are mocking the scene, but also gives it emotion and love. When Nina gets her bread, sun light falls upon her and bells ring spheric, its the peak moment of the film.<br /><br />Main actors are excellent in their roles. Olbrychski as the perfect Wajda protagonist - the doubting reflecting mind, unable to put all the aspects of his mind and emotion into life. Beautiful Celinska is with great body acting debuting in a character unable to express all her inner in her proud movements.<br /><br />Those who try to describe everything, often are unable to take nothing in consideration. This is what Wajda manages. His films are either very moving, deep or beautifully shot, but pays attention to life's and society's particularity. A moment of joy for one, is the moment of irony for a second, the moment of grief for the third, a moment of nothing for the fourth.<br /><br />There is at least two reasons to pay attention to Wajdas films of this period. First is the remarkable free expression of deep political impact. This country was the first to overthrow communism twenty years later. Second is the development of a filmatic and narrative language that Kusturica has rose to grandeur.",positive
"There is only one word that describes this film: BAD!! I have no idea why this movie was even made, or how they got Dennis Hopper to star in this film. Stuart Gordon is a better director than this and Hopper is a much better actor. The film is plain stupid. I did like the ""square pigs"" idea and there was an interesting love scene involving a cyborg, other than that, avoid this film at all costs.",negative
